Command: /home/users7/kg867678/527LSP22/Lab10/./simv -l log10.log
Chronologic VCS simulator copyright 1991-2017
Contains Synopsys proprietary information.
Compiler version N-2017.12-SP2-2_Full64; Runtime version N-2017.12-SP2-2_Full64;  May 15 23:27 2022
VCD+ Writer N-2017.12-SP2-2_Full64 Copyright (c) 1991-2017 by Synopsys Inc.
Writing data..................................
Clk = 0, re_wr = 0, rst_n = 0, data =   1,  full = 0, empty = 0, data_out =   x                   0
Clk = 1, re_wr = 0, rst_n = 1, data = 210,  full = 1, empty = 1, data_out = 207              328350
Clk = 1, re_wr = 0, rst_n = 1, data = 210,  full = 1, empty = 1, data_out = 208              328351
Clk = 0, re_wr = 0, rst_n = 1, data = 211,  full = 1, empty = 1, data_out = 208              328400
Clk = 1, re_wr = 0, rst_n = 1, data = 211,  full = 1, empty = 1, data_out = 208              328450
Clk = 1, re_wr = 0, rst_n = 1, data = 211,  full = 1, empty = 1, data_out = 209              328451
Clk = 0, re_wr = 0, rst_n = 1, data = 212,  full = 1, empty = 1, data_out = 209              328500
Clk = 1, re_wr = 0, rst_n = 1, data = 212,  full = 1, empty = 1, data_out = 209              328550
Clk = 1, re_wr = 0, rst_n = 1, data = 212,  full = 1, empty = 1, data_out = 210              328551
Clk = 0, re_wr = 0, rst_n = 1, data = 213,  full = 1, empty = 1, data_out = 210              328600
Clk = 1, re_wr = 0, rst_n = 1, data = 213,  full = 1, empty = 1, data_out = 210              328650
Clk = 1, re_wr = 0, rst_n = 1, data = 213,  full = 1, empty = 1, data_out = 211              328651
Clk = 0, re_wr = 0, rst_n = 1, data = 214,  full = 1, empty = 1, data_out = 211              328700
Clk = 1, re_wr = 0, rst_n = 1, data = 214,  full = 1, empty = 1, data_out = 211              328750
Clk = 1, re_wr = 0, rst_n = 1, data = 214,  full = 1, empty = 1, data_out = 212              328751
Clk = 0, re_wr = 0, rst_n = 1, data = 215,  full = 1, empty = 1, data_out = 212              328800
Clk = 1, re_wr = 0, rst_n = 1, data = 215,  full = 1, empty = 1, data_out = 212              328850
Clk = 1, re_wr = 0, rst_n = 1, data = 215,  full = 1, empty = 1, data_out = 213              328851
Clk = 0, re_wr = 0, rst_n = 1, data = 216,  full = 1, empty = 1, data_out = 213              328900
Clk = 1, re_wr = 0, rst_n = 1, data = 216,  full = 1, empty = 1, data_out = 213              328950
Clk = 1, re_wr = 0, rst_n = 1, data = 216,  full = 1, empty = 1, data_out = 214              328951
Clk = 0, re_wr = 0, rst_n = 1, data = 217,  full = 1, empty = 1, data_out = 214              329000
Clk = 1, re_wr = 0, rst_n = 1, data = 217,  full = 1, empty = 1, data_out = 214              329050
Clk = 1, re_wr = 0, rst_n = 1, data = 217,  full = 1, empty = 1, data_out = 215              329051
Clk = 0, re_wr = 0, rst_n = 1, data = 218,  full = 1, empty = 1, data_out = 215              329100
Clk = 1, re_wr = 0, rst_n = 1, data = 218,  full = 1, empty = 1, data_out = 215              329150
Clk = 1, re_wr = 0, rst_n = 1, data = 218,  full = 1, empty = 1, data_out = 216              329151
Clk = 0, re_wr = 0, rst_n = 1, data = 219,  full = 1, empty = 1, data_out = 216              329200
Clk = 1, re_wr = 0, rst_n = 1, data = 219,  full = 1, empty = 1, data_out = 216              329250
Clk = 1, re_wr = 0, rst_n = 1, data = 219,  full = 1, empty = 1, data_out = 217              329251
Clk = 0, re_wr = 0, rst_n = 1, data = 220,  full = 1, empty = 1, data_out = 217              329300
Clk = 1, re_wr = 0, rst_n = 1, data = 220,  full = 1, empty = 1, data_out = 217              329350
Clk = 1, re_wr = 0, rst_n = 1, data = 220,  full = 1, empty = 1, data_out = 218              329351
Clk = 0, re_wr = 0, rst_n = 1, data = 221,  full = 1, empty = 1, data_out = 218              329400
Clk = 1, re_wr = 0, rst_n = 1, data = 221,  full = 1, empty = 1, data_out = 218              329450
Clk = 1, re_wr = 0, rst_n = 1, data = 221,  full = 1, empty = 1, data_out = 219              329451
Clk = 0, re_wr = 0, rst_n = 1, data = 222,  full = 1, empty = 1, data_out = 219              329500
Clk = 1, re_wr = 0, rst_n = 1, data = 222,  full = 1, empty = 1, data_out = 219              329550
Clk = 1, re_wr = 0, rst_n = 1, data = 222,  full = 1, empty = 1, data_out = 220              329551
Clk = 0, re_wr = 0, rst_n = 1, data = 223,  full = 1, empty = 1, data_out = 220              329600
Clk = 1, re_wr = 0, rst_n = 1, data = 223,  full = 1, empty = 1, data_out = 220              329650
Clk = 1, re_wr = 0, rst_n = 1, data = 223,  full = 1, empty = 1, data_out = 221              329651
Clk = 0, re_wr = 0, rst_n = 1, data = 224,  full = 1, empty = 1, data_out = 221              329700
Clk = 1, re_wr = 0, rst_n = 1, data = 224,  full = 1, empty = 1, data_out = 221              329750
Clk = 1, re_wr = 0, rst_n = 1, data = 224,  full = 1, empty = 1, data_out = 222              329751
Clk = 0, re_wr = 0, rst_n = 1, data = 225,  full = 1, empty = 1, data_out = 222              329800
Clk = 1, re_wr = 0, rst_n = 1, data = 225,  full = 1, empty = 1, data_out = 222              329850
Clk = 1, re_wr = 0, rst_n = 1, data = 225,  full = 1, empty = 1, data_out = 223              329851
Clk = 0, re_wr = 0, rst_n = 1, data = 226,  full = 1, empty = 1, data_out = 223              329900
Clk = 1, re_wr = 0, rst_n = 1, data = 226,  full = 1, empty = 1, data_out = 223              329950
Clk = 1, re_wr = 0, rst_n = 1, data = 226,  full = 1, empty = 1, data_out = 224              329951
Clk = 0, re_wr = 0, rst_n = 1, data = 227,  full = 1, empty = 1, data_out = 224              330000
Clk = 1, re_wr = 0, rst_n = 1, data = 227,  full = 1, empty = 1, data_out = 224              330050
Clk = 1, re_wr = 0, rst_n = 1, data = 227,  full = 1, empty = 1, data_out = 225              330051
Clk = 0, re_wr = 0, rst_n = 1, data = 228,  full = 1, empty = 1, data_out = 225              330100
Clk = 1, re_wr = 0, rst_n = 1, data = 228,  full = 1, empty = 1, data_out = 225              330150
Clk = 1, re_wr = 0, rst_n = 1, data = 228,  full = 1, empty = 1, data_out = 226              330151
Clk = 0, re_wr = 0, rst_n = 1, data = 229,  full = 1, empty = 1, data_out = 226              330200
Clk = 1, re_wr = 0, rst_n = 1, data = 229,  full = 1, empty = 1, data_out = 226              330250
Clk = 1, re_wr = 0, rst_n = 1, data = 229,  full = 1, empty = 1, data_out = 227              330251
Clk = 0, re_wr = 0, rst_n = 1, data = 230,  full = 1, empty = 1, data_out = 227              330300
Clk = 1, re_wr = 0, rst_n = 1, data = 230,  full = 1, empty = 1, data_out = 227              330350
Clk = 1, re_wr = 0, rst_n = 1, data = 230,  full = 1, empty = 1, data_out = 228              330351
Clk = 0, re_wr = 0, rst_n = 1, data = 231,  full = 1, empty = 1, data_out = 228              330400
Clk = 1, re_wr = 0, rst_n = 1, data = 231,  full = 1, empty = 1, data_out = 228              330450
Clk = 1, re_wr = 0, rst_n = 1, data = 231,  full = 1, empty = 1, data_out = 229              330451
Clk = 0, re_wr = 0, rst_n = 1, data = 232,  full = 1, empty = 1, data_out = 229              330500
Clk = 1, re_wr = 0, rst_n = 1, data = 232,  full = 1, empty = 1, data_out = 229              330550
Clk = 1, re_wr = 0, rst_n = 1, data = 232,  full = 1, empty = 1, data_out = 230              330551
Clk = 0, re_wr = 0, rst_n = 1, data = 233,  full = 1, empty = 1, data_out = 230              330600
Clk = 1, re_wr = 0, rst_n = 1, data = 233,  full = 1, empty = 1, data_out = 230              330650
Clk = 1, re_wr = 0, rst_n = 1, data = 233,  full = 1, empty = 1, data_out = 231              330651
Clk = 0, re_wr = 0, rst_n = 1, data = 234,  full = 1, empty = 1, data_out = 231              330700
Clk = 1, re_wr = 0, rst_n = 1, data = 234,  full = 1, empty = 1, data_out = 231              330750
Clk = 1, re_wr = 0, rst_n = 1, data = 234,  full = 1, empty = 1, data_out = 232              330751
Clk = 0, re_wr = 0, rst_n = 1, data = 235,  full = 1, empty = 1, data_out = 232              330800
Clk = 1, re_wr = 0, rst_n = 1, data = 235,  full = 1, empty = 1, data_out = 232              330850
Clk = 1, re_wr = 0, rst_n = 1, data = 235,  full = 1, empty = 1, data_out = 233              330851
Clk = 0, re_wr = 0, rst_n = 1, data = 236,  full = 1, empty = 1, data_out = 233              330900
Clk = 1, re_wr = 0, rst_n = 1, data = 236,  full = 1, empty = 1, data_out = 233              330950
Clk = 1, re_wr = 0, rst_n = 1, data = 236,  full = 1, empty = 1, data_out = 234              330951
Clk = 0, re_wr = 0, rst_n = 1, data = 237,  full = 1, empty = 1, data_out = 234              331000
Clk = 1, re_wr = 0, rst_n = 1, data = 237,  full = 1, empty = 1, data_out = 234              331050
Clk = 1, re_wr = 0, rst_n = 1, data = 237,  full = 1, empty = 1, data_out = 235              331051
Clk = 0, re_wr = 0, rst_n = 1, data = 238,  full = 1, empty = 1, data_out = 235              331100
Clk = 1, re_wr = 0, rst_n = 1, data = 238,  full = 1, empty = 1, data_out = 235              331150
Clk = 1, re_wr = 0, rst_n = 1, data = 238,  full = 1, empty = 1, data_out = 236              331151
Clk = 0, re_wr = 0, rst_n = 1, data = 239,  full = 1, empty = 1, data_out = 236              331200
Clk = 1, re_wr = 0, rst_n = 1, data = 239,  full = 1, empty = 1, data_out = 236              331250
Clk = 1, re_wr = 0, rst_n = 1, data = 239,  full = 1, empty = 1, data_out = 237              331251
Clk = 0, re_wr = 0, rst_n = 1, data = 240,  full = 1, empty = 1, data_out = 237              331300
Clk = 1, re_wr = 0, rst_n = 1, data = 240,  full = 1, empty = 1, data_out = 237              331350
Clk = 1, re_wr = 0, rst_n = 1, data = 240,  full = 1, empty = 1, data_out = 238              331351
Clk = 0, re_wr = 0, rst_n = 1, data = 241,  full = 1, empty = 1, data_out = 238              331400
Clk = 1, re_wr = 0, rst_n = 1, data = 241,  full = 1, empty = 1, data_out = 238              331450
Clk = 1, re_wr = 0, rst_n = 1, data = 241,  full = 1, empty = 1, data_out = 239              331451
Clk = 0, re_wr = 0, rst_n = 1, data = 242,  full = 1, empty = 1, data_out = 239              331500
Clk = 1, re_wr = 0, rst_n = 1, data = 242,  full = 1, empty = 1, data_out = 239              331550
Clk = 1, re_wr = 0, rst_n = 1, data = 242,  full = 1, empty = 1, data_out = 240              331551
Clk = 0, re_wr = 0, rst_n = 1, data = 243,  full = 1, empty = 1, data_out = 240              331600
Clk = 1, re_wr = 0, rst_n = 1, data = 243,  full = 1, empty = 1, data_out = 240              331650
Clk = 1, re_wr = 0, rst_n = 1, data = 243,  full = 1, empty = 1, data_out = 241              331651
Clk = 0, re_wr = 0, rst_n = 1, data = 244,  full = 1, empty = 1, data_out = 241              331700
Clk = 1, re_wr = 0, rst_n = 1, data = 244,  full = 1, empty = 1, data_out = 241              331750
Clk = 1, re_wr = 0, rst_n = 1, data = 244,  full = 1, empty = 1, data_out = 242              331751
Clk = 0, re_wr = 0, rst_n = 1, data = 245,  full = 1, empty = 1, data_out = 242              331800
Clk = 1, re_wr = 0, rst_n = 1, data = 245,  full = 1, empty = 1, data_out = 242              331850
Clk = 1, re_wr = 0, rst_n = 1, data = 245,  full = 1, empty = 1, data_out = 243              331851
Clk = 0, re_wr = 0, rst_n = 1, data = 246,  full = 1, empty = 1, data_out = 243              331900
Clk = 1, re_wr = 0, rst_n = 1, data = 246,  full = 1, empty = 1, data_out = 243              331950
Clk = 1, re_wr = 0, rst_n = 1, data = 246,  full = 1, empty = 1, data_out = 244              331951
Clk = 0, re_wr = 0, rst_n = 1, data = 247,  full = 1, empty = 1, data_out = 244              332000
Clk = 1, re_wr = 0, rst_n = 1, data = 247,  full = 1, empty = 1, data_out = 244              332050
Clk = 1, re_wr = 0, rst_n = 1, data = 247,  full = 1, empty = 1, data_out = 245              332051
Clk = 0, re_wr = 0, rst_n = 1, data = 248,  full = 1, empty = 1, data_out = 245              332100
Clk = 1, re_wr = 0, rst_n = 1, data = 248,  full = 1, empty = 1, data_out = 245              332150
Clk = 1, re_wr = 0, rst_n = 1, data = 248,  full = 1, empty = 1, data_out = 246              332151
Clk = 0, re_wr = 0, rst_n = 1, data = 249,  full = 1, empty = 1, data_out = 246              332200
Clk = 1, re_wr = 0, rst_n = 1, data = 249,  full = 1, empty = 1, data_out = 246              332250
Clk = 1, re_wr = 0, rst_n = 1, data = 249,  full = 1, empty = 1, data_out = 247              332251
Clk = 0, re_wr = 0, rst_n = 1, data = 250,  full = 1, empty = 1, data_out = 247              332300
Clk = 1, re_wr = 0, rst_n = 1, data = 250,  full = 1, empty = 1, data_out = 247              332350
Clk = 1, re_wr = 0, rst_n = 1, data = 250,  full = 1, empty = 1, data_out = 248              332351
Clk = 0, re_wr = 0, rst_n = 1, data = 251,  full = 1, empty = 1, data_out = 248              332400
Clk = 1, re_wr = 0, rst_n = 1, data = 251,  full = 1, empty = 1, data_out = 248              332450
Clk = 1, re_wr = 0, rst_n = 1, data = 251,  full = 1, empty = 1, data_out = 249              332451
Clk = 0, re_wr = 0, rst_n = 1, data = 252,  full = 1, empty = 1, data_out = 249              332500
Clk = 1, re_wr = 0, rst_n = 1, data = 252,  full = 1, empty = 1, data_out = 249              332550
Clk = 1, re_wr = 0, rst_n = 1, data = 252,  full = 1, empty = 1, data_out = 250              332551
Clk = 0, re_wr = 0, rst_n = 1, data = 253,  full = 1, empty = 1, data_out = 250              332600
Clk = 1, re_wr = 0, rst_n = 1, data = 253,  full = 1, empty = 1, data_out = 250              332650
Clk = 1, re_wr = 0, rst_n = 1, data = 253,  full = 1, empty = 1, data_out = 251              332651
Clk = 0, re_wr = 0, rst_n = 1, data = 254,  full = 1, empty = 1, data_out = 251              332700
Clk = 1, re_wr = 0, rst_n = 1, data = 254,  full = 1, empty = 1, data_out = 251              332750
Clk = 1, re_wr = 0, rst_n = 1, data = 254,  full = 1, empty = 1, data_out = 252              332751
Clk = 0, re_wr = 0, rst_n = 1, data = 255,  full = 1, empty = 1, data_out = 252              332800
Clk = 1, re_wr = 0, rst_n = 1, data = 255,  full = 1, empty = 1, data_out = 252              332850
Clk = 1, re_wr = 0, rst_n = 1, data = 255,  full = 1, empty = 1, data_out = 253              332851
Clk = 0, re_wr = 0, rst_n = 1, data =   0,  full = 1, empty = 1, data_out = 253              332900
Clk = 1, re_wr = 0, rst_n = 1, data =   0,  full = 1, empty = 1, data_out = 253              332950
Clk = 1, re_wr = 0, rst_n = 1, data =   0,  full = 1, empty = 1, data_out = 254              332951
Clk = 0, re_wr = 0, rst_n = 1, data =   1,  full = 1, empty = 1, data_out = 254              333000
Clk = 1, re_wr = 0, rst_n = 1, data =   1,  full = 1, empty = 1, data_out = 254              333050
Clk = 1, re_wr = 0, rst_n = 1, data =   1,  full = 1, empty = 1, data_out = 255              333051
Clk = 0, re_wr = 0, rst_n = 1, data =   2,  full = 1, empty = 1, data_out = 255              333100
Clk = 1, re_wr = 0, rst_n = 1, data =   2,  full = 1, empty = 1, data_out = 255              333150
Clk = 1, re_wr = 0, rst_n = 1, data =   2,  full = 1, empty = 1, data_out =   0              333151
Clk = 0, re_wr = 0, rst_n = 1, data =   3,  full = 1, empty = 1, data_out =   0              333200
Clk = 1, re_wr = 0, rst_n = 1, data =   3,  full = 1, empty = 1, data_out =   0              333250
Clk = 1, re_wr = 0, rst_n = 1, data =   3,  full = 1, empty = 1, data_out =   1              333251
Clk = 0, re_wr = 0, rst_n = 1, data =   4,  full = 1, empty = 1, data_out =   1              333300
Clk = 1, re_wr = 0, rst_n = 1, data =   4,  full = 1, empty = 1, data_out =   1              333350
Clk = 1, re_wr = 0, rst_n = 1, data =   4,  full = 1, empty = 1, data_out =   2              333351
Clk = 0, re_wr = 0, rst_n = 1, data =   5,  full = 1, empty = 1, data_out =   2              333400
Clk = 1, re_wr = 0, rst_n = 1, data =   5,  full = 1, empty = 1, data_out =   2              333450
Clk = 1, re_wr = 0, rst_n = 1, data =   5,  full = 1, empty = 1, data_out =   3              333451
Clk = 0, re_wr = 0, rst_n = 1, data =   6,  full = 1, empty = 1, data_out =   3              333500
Clk = 1, re_wr = 0, rst_n = 1, data =   6,  full = 1, empty = 1, data_out =   3              333550
Clk = 1, re_wr = 0, rst_n = 1, data =   6,  full = 1, empty = 1, data_out =   4              333551
Clk = 0, re_wr = 0, rst_n = 1, data =   7,  full = 1, empty = 1, data_out =   4              333600
Clk = 1, re_wr = 0, rst_n = 1, data =   7,  full = 1, empty = 1, data_out =   4              333650
Clk = 1, re_wr = 0, rst_n = 1, data =   7,  full = 1, empty = 1, data_out =   5              333651
Clk = 0, re_wr = 0, rst_n = 1, data =   8,  full = 1, empty = 1, data_out =   5              333700
Clk = 1, re_wr = 0, rst_n = 1, data =   8,  full = 1, empty = 1, data_out =   5              333750
Clk = 1, re_wr = 0, rst_n = 1, data =   8,  full = 1, empty = 1, data_out =   6              333751
Clk = 0, re_wr = 0, rst_n = 1, data =   9,  full = 1, empty = 1, data_out =   6              333800
Clk = 1, re_wr = 0, rst_n = 1, data =   9,  full = 1, empty = 1, data_out =   6              333850
Clk = 1, re_wr = 0, rst_n = 1, data =   9,  full = 1, empty = 1, data_out =   7              333851
Clk = 0, re_wr = 0, rst_n = 1, data =  10,  full = 1, empty = 1, data_out =   7              333900
Clk = 1, re_wr = 0, rst_n = 1, data =  10,  full = 1, empty = 1, data_out =   7              333950
Clk = 1, re_wr = 0, rst_n = 1, data =  10,  full = 1, empty = 1, data_out =   8              333951
Clk = 0, re_wr = 0, rst_n = 1, data =  11,  full = 1, empty = 1, data_out =   8              334000
Clk = 1, re_wr = 0, rst_n = 1, data =  11,  full = 1, empty = 1, data_out =   8              334050
Clk = 1, re_wr = 0, rst_n = 1, data =  11,  full = 1, empty = 1, data_out =   9              334051
Clk = 0, re_wr = 0, rst_n = 1, data =  12,  full = 1, empty = 1, data_out =   9              334100
Clk = 1, re_wr = 0, rst_n = 1, data =  12,  full = 1, empty = 1, data_out =   9              334150
Clk = 1, re_wr = 0, rst_n = 1, data =  12,  full = 1, empty = 1, data_out =  10              334151
Clk = 0, re_wr = 0, rst_n = 1, data =  13,  full = 1, empty = 1, data_out =  10              334200
Clk = 1, re_wr = 0, rst_n = 1, data =  13,  full = 1, empty = 1, data_out =  10              334250
Clk = 1, re_wr = 0, rst_n = 1, data =  13,  full = 1, empty = 1, data_out =  11              334251
Clk = 0, re_wr = 0, rst_n = 1, data =  14,  full = 1, empty = 1, data_out =  11              334300
Clk = 1, re_wr = 0, rst_n = 1, data =  14,  full = 1, empty = 1, data_out =  11              334350
Clk = 1, re_wr = 0, rst_n = 1, data =  14,  full = 1, empty = 1, data_out =  12              334351
Clk = 0, re_wr = 0, rst_n = 1, data =  15,  full = 1, empty = 1, data_out =  12              334400
Clk = 1, re_wr = 0, rst_n = 1, data =  15,  full = 1, empty = 1, data_out =  12              334450
Clk = 1, re_wr = 0, rst_n = 1, data =  15,  full = 1, empty = 1, data_out =  13              334451
Clk = 0, re_wr = 0, rst_n = 1, data =  16,  full = 1, empty = 1, data_out =  13              334500
Clk = 1, re_wr = 0, rst_n = 1, data =  16,  full = 1, empty = 1, data_out =  13              334550
Clk = 1, re_wr = 0, rst_n = 1, data =  16,  full = 1, empty = 1, data_out =  14              334551
Clk = 0, re_wr = 0, rst_n = 1, data =  17,  full = 1, empty = 1, data_out =  14              334600
Clk = 1, re_wr = 0, rst_n = 1, data =  17,  full = 1, empty = 1, data_out =  14              334650
Clk = 1, re_wr = 0, rst_n = 1, data =  17,  full = 1, empty = 1, data_out =  15              334651
Clk = 0, re_wr = 0, rst_n = 1, data =  18,  full = 1, empty = 1, data_out =  15              334700
Clk = 1, re_wr = 0, rst_n = 1, data =  18,  full = 1, empty = 1, data_out =  15              334750
Clk = 1, re_wr = 0, rst_n = 1, data =  18,  full = 1, empty = 1, data_out =  16              334751
Clk = 0, re_wr = 0, rst_n = 1, data =  19,  full = 1, empty = 1, data_out =  16              334800
Clk = 1, re_wr = 0, rst_n = 1, data =  19,  full = 1, empty = 1, data_out =  16              334850
Clk = 1, re_wr = 0, rst_n = 1, data =  19,  full = 1, empty = 1, data_out =  17              334851
Clk = 0, re_wr = 0, rst_n = 1, data =  20,  full = 1, empty = 1, data_out =  17              334900
Clk = 1, re_wr = 0, rst_n = 1, data =  20,  full = 1, empty = 1, data_out =  17              334950
Clk = 1, re_wr = 0, rst_n = 1, data =  20,  full = 1, empty = 1, data_out =  18              334951
Clk = 0, re_wr = 0, rst_n = 1, data =  21,  full = 1, empty = 1, data_out =  18              335000
Clk = 1, re_wr = 0, rst_n = 1, data =  21,  full = 1, empty = 1, data_out =  18              335050
Clk = 1, re_wr = 0, rst_n = 1, data =  21,  full = 1, empty = 1, data_out =  19              335051
Clk = 0, re_wr = 0, rst_n = 1, data =  22,  full = 1, empty = 1, data_out =  19              335100
Clk = 1, re_wr = 0, rst_n = 1, data =  22,  full = 1, empty = 1, data_out =  19              335150
Clk = 1, re_wr = 0, rst_n = 1, data =  22,  full = 1, empty = 1, data_out =  20              335151
Clk = 0, re_wr = 0, rst_n = 1, data =  23,  full = 1, empty = 1, data_out =  20              335200
Clk = 1, re_wr = 0, rst_n = 1, data =  23,  full = 1, empty = 1, data_out =  20              335250
Clk = 1, re_wr = 0, rst_n = 1, data =  23,  full = 1, empty = 1, data_out =  21              335251
Clk = 0, re_wr = 0, rst_n = 1, data =  24,  full = 1, empty = 1, data_out =  21              335300
Clk = 1, re_wr = 0, rst_n = 1, data =  24,  full = 1, empty = 1, data_out =  21              335350
Clk = 1, re_wr = 0, rst_n = 1, data =  24,  full = 1, empty = 1, data_out =  22              335351
Clk = 0, re_wr = 0, rst_n = 1, data =  25,  full = 1, empty = 1, data_out =  22              335400
Clk = 1, re_wr = 0, rst_n = 1, data =  25,  full = 1, empty = 1, data_out =  22              335450
Clk = 1, re_wr = 0, rst_n = 1, data =  25,  full = 1, empty = 1, data_out =  23              335451
Clk = 0, re_wr = 0, rst_n = 1, data =  26,  full = 1, empty = 1, data_out =  23              335500
Clk = 1, re_wr = 0, rst_n = 1, data =  26,  full = 1, empty = 1, data_out =  23              335550
Clk = 1, re_wr = 0, rst_n = 1, data =  26,  full = 1, empty = 1, data_out =  24              335551
Clk = 0, re_wr = 0, rst_n = 1, data =  27,  full = 1, empty = 1, data_out =  24              335600
Clk = 1, re_wr = 0, rst_n = 1, data =  27,  full = 1, empty = 1, data_out =  24              335650
Clk = 1, re_wr = 0, rst_n = 1, data =  27,  full = 1, empty = 1, data_out =  25              335651
Clk = 0, re_wr = 0, rst_n = 1, data =  28,  full = 1, empty = 1, data_out =  25              335700
Clk = 1, re_wr = 0, rst_n = 1, data =  28,  full = 1, empty = 1, data_out =  25              335750
Clk = 1, re_wr = 0, rst_n = 1, data =  28,  full = 1, empty = 1, data_out =  26              335751
Clk = 0, re_wr = 0, rst_n = 1, data =  29,  full = 1, empty = 1, data_out =  26              335800
Clk = 1, re_wr = 0, rst_n = 1, data =  29,  full = 1, empty = 1, data_out =  26              335850
Clk = 1, re_wr = 0, rst_n = 1, data =  29,  full = 1, empty = 1, data_out =  27              335851
Clk = 0, re_wr = 0, rst_n = 1, data =  30,  full = 1, empty = 1, data_out =  27              335900
Clk = 1, re_wr = 0, rst_n = 1, data =  30,  full = 1, empty = 1, data_out =  27              335950
Clk = 1, re_wr = 0, rst_n = 1, data =  30,  full = 1, empty = 1, data_out =  28              335951
Clk = 0, re_wr = 0, rst_n = 1, data =  31,  full = 1, empty = 1, data_out =  28              336000
Clk = 1, re_wr = 0, rst_n = 1, data =  31,  full = 1, empty = 1, data_out =  28              336050
Clk = 1, re_wr = 0, rst_n = 1, data =  31,  full = 1, empty = 1, data_out =  29              336051
Clk = 0, re_wr = 0, rst_n = 1, data =  32,  full = 1, empty = 1, data_out =  29              336100
Clk = 1, re_wr = 0, rst_n = 1, data =  32,  full = 1, empty = 1, data_out =  29              336150
Clk = 1, re_wr = 0, rst_n = 1, data =  32,  full = 1, empty = 1, data_out =  30              336151
Clk = 0, re_wr = 0, rst_n = 1, data =  33,  full = 1, empty = 1, data_out =  30              336200
Clk = 1, re_wr = 0, rst_n = 1, data =  33,  full = 1, empty = 1, data_out =  30              336250
Clk = 1, re_wr = 0, rst_n = 1, data =  33,  full = 1, empty = 1, data_out =  31              336251
Clk = 0, re_wr = 0, rst_n = 1, data =  34,  full = 1, empty = 1, data_out =  31              336300
Clk = 1, re_wr = 0, rst_n = 1, data =  34,  full = 1, empty = 1, data_out =  31              336350
Clk = 1, re_wr = 0, rst_n = 1, data =  34,  full = 1, empty = 1, data_out =  32              336351
Clk = 0, re_wr = 0, rst_n = 1, data =  35,  full = 1, empty = 1, data_out =  32              336400
Clk = 1, re_wr = 0, rst_n = 1, data =  35,  full = 1, empty = 1, data_out =  32              336450
Clk = 1, re_wr = 0, rst_n = 1, data =  35,  full = 1, empty = 1, data_out =  33              336451
Clk = 0, re_wr = 0, rst_n = 1, data =  36,  full = 1, empty = 1, data_out =  33              336500
Clk = 1, re_wr = 0, rst_n = 1, data =  36,  full = 1, empty = 1, data_out =  33              336550
Clk = 1, re_wr = 0, rst_n = 1, data =  36,  full = 1, empty = 1, data_out =  34              336551
Clk = 0, re_wr = 0, rst_n = 1, data =  37,  full = 1, empty = 1, data_out =  34              336600
Clk = 1, re_wr = 0, rst_n = 1, data =  37,  full = 1, empty = 1, data_out =  34              336650
Clk = 1, re_wr = 0, rst_n = 1, data =  37,  full = 1, empty = 1, data_out =  35              336651
Clk = 0, re_wr = 0, rst_n = 1, data =  38,  full = 1, empty = 1, data_out =  35              336700
Clk = 1, re_wr = 0, rst_n = 1, data =  38,  full = 1, empty = 1, data_out =  35              336750
Clk = 1, re_wr = 0, rst_n = 1, data =  38,  full = 1, empty = 1, data_out =  36              336751
Clk = 0, re_wr = 0, rst_n = 1, data =  39,  full = 1, empty = 1, data_out =  36              336800
Clk = 1, re_wr = 0, rst_n = 1, data =  39,  full = 1, empty = 1, data_out =  36              336850
Clk = 1, re_wr = 0, rst_n = 1, data =  39,  full = 1, empty = 1, data_out =  37              336851
Clk = 0, re_wr = 0, rst_n = 1, data =  40,  full = 1, empty = 1, data_out =  37              336900
Clk = 1, re_wr = 0, rst_n = 1, data =  40,  full = 1, empty = 1, data_out =  37              336950
Clk = 1, re_wr = 0, rst_n = 1, data =  40,  full = 1, empty = 1, data_out =  38              336951
Clk = 0, re_wr = 0, rst_n = 1, data =  41,  full = 1, empty = 1, data_out =  38              337000
Clk = 1, re_wr = 0, rst_n = 1, data =  41,  full = 1, empty = 1, data_out =  38              337050
Clk = 1, re_wr = 0, rst_n = 1, data =  41,  full = 1, empty = 1, data_out =  39              337051
Clk = 0, re_wr = 0, rst_n = 1, data =  42,  full = 1, empty = 1, data_out =  39              337100
Clk = 1, re_wr = 0, rst_n = 1, data =  42,  full = 1, empty = 1, data_out =  39              337150
Clk = 1, re_wr = 0, rst_n = 1, data =  42,  full = 1, empty = 1, data_out =  40              337151
Clk = 0, re_wr = 0, rst_n = 1, data =  43,  full = 1, empty = 1, data_out =  40              337200
Clk = 1, re_wr = 0, rst_n = 1, data =  43,  full = 1, empty = 1, data_out =  40              337250
Clk = 1, re_wr = 0, rst_n = 1, data =  43,  full = 1, empty = 1, data_out =  41              337251
Clk = 0, re_wr = 0, rst_n = 1, data =  44,  full = 1, empty = 1, data_out =  41              337300
Clk = 1, re_wr = 0, rst_n = 1, data =  44,  full = 1, empty = 1, data_out =  41              337350
Clk = 1, re_wr = 0, rst_n = 1, data =  44,  full = 1, empty = 1, data_out =  42              337351
Clk = 0, re_wr = 0, rst_n = 1, data =  45,  full = 1, empty = 1, data_out =  42              337400
Clk = 1, re_wr = 0, rst_n = 1, data =  45,  full = 1, empty = 1, data_out =  42              337450
Clk = 1, re_wr = 0, rst_n = 1, data =  45,  full = 1, empty = 1, data_out =  43              337451
